animeID,title,mean_api,num_episodes_api,genres_api,synopsis_api
2156,Azumanga Web Daioh,6.72,1.0,"CGDCT, Comedy, Gag Humor, School","Chiyo brings a video camera to school for a class project. But when Tomo gets a hold of it, heaps of trouble happen all over campus.

(Source: ANN)"
2157,Azumanga Daioh: The Very Short Movie,7.06,1.0,"CGDCT, Comedy, Gag Humor, School","In this short movie featuring familiar characters from Azumanga Daioh, Osaka is yet again having a strange dream of Chiyo-Chan's pigtails being posessed. As Chiyo-Chan's pigtails bounce out of the window, who knows if young Chiyo will ever be happy again.

(Source: ANN)"
2159,Baka & Test: Christmas Special,7.5,13.0,"Comedy, Love Polygon, Romance, School","Fumizuki Academy is not a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year, students take a test that divides up the student body. The highest scorers are placed into A class, all the way down until F class, for the lowest of the low.

Unfortunately for Akihisa Yoshii, his supposedly ""great"" intellect was not quite enough for such a test, and he is now stuck at the bottom of F class. Naturally, F class has the worst facilities: not only rotten tatami mats and broken tables, but also outdated equipment and worn out furniture. On the bright side, his friend Yuuji Sakamoto is in the same class, and to everyone's surprise, the genius girl Mizuki Himeji has also ended up in the same class due to an unforeseen fever on the day of the test.

Unsatisfied with their perquisites, F class rallies behind Yuuji, determined to take on the higher-tiered classes in order to seize their perks by using the school's Examinations Summon Battle system. The participants can summon fantasy characters—whose power levels are equal to their student's test scores—in an all-out battle. Will F class be able to rise to the top, or will they live up to everyone's expectations and fail?

[Written by MAL Rewrite]
"
2160,Battle Girls: Time Paradox,6.53,13.0,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power, Time Travel","Yoshino Hide is an average girl who always seems to find trouble wherever she goes. One day Yoshino visits a local shrine to pray in order to pass her upcoming test. However, Yoshino sees a blue light coming from inside the Shrine and looks inside to find a mysterious person performing a magic spell. In a stroke of bad luck, Yoshino trips on a small bell and crashes into the shrine, prompting the stranger to catch her. Upon Yoshino's capture, the magic spell spirals out of control and sends Yoshino back in time to the Sengoku Era.

Yoshino then encounters Akechi Mitsuhide and Oda Nobunaga. But unlike what really happened during the era, Hideyoshino realizes that everyone in the world is female. She then decides to help Oda Nobunaga find the Crimson Armor which is said to allow the person wearing the armor to conquer all of Japan."
2161,Busou Shinki: Install x Dream,6.55,1.0,"Mecha, Sci-Fi",An unaired episode of the TV series.
2162,C³ - CubexCursedxCurious - Outdoor School Confusion,6.69,1.0,"Action, Comedy, Ecchi, Harem, School, Supernatural",Unaired episode included with the fifth volume of the Blu-ray. The gang goes on a school trip. 
2163,Space Pirate Captain Harlock,7.31,1.0,"Action, Drama, Sci-Fi, Space","After conquering the galaxy, mankind has reached its apex and is now on a steady decline. The resources of the universe are diminishing, and around 500 billion humans begin to return home to Earth. Thus begins a war between the various factions of humans for control of the planet. Eventually, an authoritarian government known as the Gaia Sanction prevents the re-population of Earth.

Captain Herlock was one of the Elite Wing who was tasked by the Gaia Sanction to defend the Earth. His fleet of ships was unstoppable under his command. However, the Gaia Sanction allows a diplomatic elite to immigrate to Earth, which angers Herlock. He goes rogue and fires upon the diplomats and the rest of his fleet. He decides to unleash dark matter on the planet to make it uninhabitable, but also becomes engulfed in it which immortalizes him.

One hundred years have passed, and the legendary Captain Herlock is still at large, with only the Arcadia under his control. The Gaia Sanction continues with their plans for control over the Earth, while hiding its true state. But Captain Herlock is preparing for one final showdown with them, which will determine the fate of the world!"
2164,Chibi☆Devi!,6.91,75.0,"Childcare, Mythology, Shoujo, Slice of Life, Supernatural","Sawada Honoka is a 14-year-old girl who is very timid. She easily gets bullied by other classmates. Honoka is a non-believer in God, Angels, and Devils. Though one day, a devil baby was dropped into her room while she was sleeping. What will Honoka believe in now?

(Source: PocketScans)"
2165,Chocolate Underground,6.08,13.0,"Adventure, Comedy, Kids","With the establishment of the Good For You Party's authoritarian regime, unhealthy foods and sugar have been banned. As a result, the bakery Smudger Moore's father owns is suffering financially from being unable to sell any of their typical sweet menu items. Smudger's friend Huntley Hunter is also frustrated by the prohibition, as he cannot keep a promise he made to his late father. Angered by the unjust world they live in, the two young boys set out to break the new social order—but the uphill battle they are faced with is a lot more than they bargained for.

[Written by MAL Rewrite]"
2166,CLAMP in Wonderland 2,7.42,1.0,"Action, Comedy, Drama, Fantasy, Music, Romance",A short animation which features clips from all of CLAMPs works between 1995 and 2006.
2167,CLAMP in Wonderland,6.83,1.0,Music,"A short video set to music featuring many of CLAMP's most popular anime and manga characters (at the time of its production). The accompanying song tells of a Wonderland filled with imagination, magic, and dreams.

(Source: ANN)"
2168,Code Geass: Lelouch of the Rebellion - Nunnally in Wonderland,6.46,1.0,"Comedy, Fantasy, Parody","On a bright, peaceful day, siblings Nunnally and Lelouch Lamperouge take a moment to relax under a tree. When Nunnally asks him to tell her a story, Lelouch, who is unflinchingly resolute in doing his utmost for his sister, makes unique use of his Geass ability, breaking barriers to tell the most entertaining story he can.

Awakening alone under the tree, the previously blind Nunnally finds that she can see again and immediately spots a strange rabbit that resembles Anya Alstreim, the Knight of Six. The sight of this rabbit sends Nunnally falling down a hole, leading her to a colorful wonderland. Narrated by Lelouch himself, Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland follows the lost Nunnally as she searches for a way back home, meeting a slew of colorful, familiar characters along the way.

[Written by MAL Rewrite]
"
2170,Corrector Yui,6.86,52.0,"Adventure, Comedy, Sci-Fi","Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.

(Source: ANN)"
2171,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.78,1.0,"Adventure, Comedy, Detective, Mystery, Shounen","Under the cover of darkness, a masked samurai murders five men across the metropolis of Japan: three in Tokyo, one in Osaka, and the last in Kyoto. In their investigation, the police learn that each man was a member of the Genjibotaru—a thieves gang centered on the theft of Buddhist statues and artifacts and who go by the names of Minomoto no Yoshitune's servants.
 
Without a clear motive or clues to the other members' identities, the case runs dry until a Kyoto temple calls for the famous Kogorou Mouri. Having received an anonymous letter containing a peculiar puzzle, the temple monks ask for his assistance in solving it to recover their long lost statue. Meanwhile, Conan Edogawa and high school detective Heiji Hattori team up in order to solve the cryptic puzzle and find the murderer, as Hattori searches for his childhood love.
 
With Hattori's knowledge of Kyoto, the two scour the streets and gradually discover the truth, but not before the murderer strikes again—killing another Genjibotaru member and, after repeated attempts on Hattori's life, eventually kidnapping Hattori's childhood sweetheart. It is only by working together to bring buried clues to light can Conan and Hattori hope to end the rogue samurai's bloodshed and save Hattori's love.
 
[Written by MAL Rewrite]"
2172,Detective Conan Movie 08: Magician of the Silver Sky,8.05,1.0,"Adventure, Comedy, Detective, Mystery, Shounen","After receiving a letter from the thief Kaitou Kid, famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny,"" said to represent faith, fate, and hope. Thinking he has deciphered Kid's riddle, Kogorou personally shows up to the newly constructed space theater where Juri is acting in the play ""Josephine"" in order to catch Kid in the act.
 
The next day, Conan and the gang are invited by Juri to her holiday home, to celebrate the thwarting of Kid's plan and the success of the play. However, their triumph crumbles when a murder occurs during the flight there. Although unintentional, this sets off a series of events that escalate to catastrophic results. Conan and Kid, unlikely allies that they are, must work together to save both their friends and every other passenger aboard the plane.
 
[Written by MAL Rewrite]"
2173,Detective Conan Movie 08: Time Travel of the Silver Sky Recap,7.8,1.0,"Adventure, Mystery","Professor Agasa has created a computer program that can give you the identity of anyone in the world. He decides to use it on figuring out who Kaitou Kid is. Before he does, the program gives him a history of the Kid, as well as preview clips of the eighth movie. When he is about to finally figure out who the Kid is, Kid appears on the computer screen, announcing he has hacked the program.

(Source: detectiveconanworld) "
2174,Case Closed Movie 05: Countdown to Heaven,8.11,1.0,"Adventure, Comedy, Detective, Mystery, Shounen","Conan Edogawa, the Detective Boys, and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend, Sonoko Suzuki; and Ran's father, the famous Kogorou. Learning the trio are attending the towers' grand opening, Conan and company tag along for a private tour of its floors.

However, as preparations are finalized for the opening ceremony, their visit takes an unexpected turn—three brutal murders occur, seemingly linked to a mysterious Porsche 356A. Soon after, as Conan and the detectives dive deeper into the case, the towers are rocked by an explosion. With fire rapidly spreading and lives in danger, police desperately seek to evacuate everyone. But when the elevator, their only means to escape goes down, Conan and company are left behind. With help on its way, they frantically try to keep everyone safe, but time is running out if they want to bring the perpetrators to justice.

[Written by MAL Rewrite]"
2175,Case Closed Movie 04: Captured In Her Eyes,8.02,1.0,"Adventure, Comedy, Detective, Mystery, Shounen","On a rainy afternoon, the Detective Boys witness a murder across the street. Barred by traffic, the culprit slips away and Conan Edogawa is left a single clue by a dying detective. Days later, another detective is found murdered in a parking lot, leaving the police rattled. Suspicious that the culprit is one of their own, everyone in the police department without an alibi is suspect. But despite being on high alert, they are outmaneuvered and suffer yet another attack—this time with Ran Mouri finding herself in the crossfire.

Traumatized, Ran wakes in the hospital with retrograde amnesia, remembering nothing about her life. Soon released, she struggles to remember her past and grows fearful of not regaining her memories before being targeted by the killer for what she witnessed. As she is guarded by friends and family, it is up to Conan to piece together the clues and find who the murderer is before they strike again.

[Written by MAL Rewrite]"
2177,Case Closed Movie 03: The Last Wizard of the Century,8.04,1.0,"Adventure, Comedy, Detective, Mystery, Shounen","Kaitou Kid dares to challenge the police once more, setting his sights on the Russian Imperial Easter Egg. With the date, time, and place, the Osaka police force scrambles to stop him. But this time, Kid may have bitten off more than he can chew—Conan Edogawa, Heiji Hattori, and numerous others are also trying to get their hands on the jeweled egg.

As the race for possession of the egg escalates, a string of murders threatens those after it, and at the same time the tragic truth behind the Romanov Dynasty is finally revealed. At the center of these developments, it is up to Conan to solve the gruesome murders and catch Kid, all while protecting those close to him and concealing his identity.

[Written by MAL Rewrite]"
2178,Double-J,5.45,11.0,"Comedy, School, Shounen","In a school where after school activities are mandatory among all students, Hajime and her friend Sayo come across a new club that they have never seen before. The club is called ""The Cultural Activity Preservation Club."" The two enter the room to find all kinds of analog jobs and activities, such as handcrafting mats and toothpicks. This is a unique cultural anime mixed with comedy so as not to bore you, this is Double J!

(Source: Mangahelpers, edited)"
2179,Dragon Ball Z: Gather Together! Goku's World,6.43,1.0,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen","Dragon Ball Z: Atsumare! Goku's World is a Terebikko's videogame. In this OVA, Goku and his friends pose questions for the viewers about the Dragon Ball series."
2180,Dr. Slump: Arale-chan,7.2,243.0,"Comedy, Gag Humor, Sci-Fi, Shounen","Dr. Slump creates a little android girl, Arale, who is very strong, happy, and totally common senseless. They live in Penguin Village where the strangest things happen (e.g., the dawn is announced by a little pig wearing a basquee)

(Source: ANN)"
2181,Ebiten,6.17,10.0,"Comedy, Ecchi, Parody, School, Shounen","Noya Itsuki just transferred to Ebisugawa High School. Since he has always had a fascination with space, he decides to join the Astronomy Club; however, he mistakenly walks into the Asstronomy Club—a club whose members are all female otaku. Itsuki notices that the members are really weird, but he has yet to realize that he joined the wrong club. His life becomes very strange very quickly."
2182,Egao,6.03,12.0,"Drama, Fantasy, Mecha, Military, Sci-Fi","On a world far removed from the Earth, there is a certain kingdom that's brimming with smiles. Fate thrusts young Princess Yuki, filled with idealism, joy, and innocence, into a station in life for which her most endearing qualities are ill-matched. Her kingdom faces grave danger as the Empire threatens the realm's security. Meanwhile, on the opposite side of the conflict, an imperial soldier known as Stella Shining hides behind a facade. However, a time may come where her mask cracks, potentially costing her everything. Princess Yuki and Stella's paths will cross, and the fate of nations will follow.

(Source: Sentai Filmworks) "
2183,Encouragement of Climb,6.85,12.0,"Adventure, CGDCT, Iyashikei, Slice of Life","As a child, Aoi Yukimura adored mountains and was passionate about climbing. However, a playground accident has since left her afraid of heights, turning her toward indoor hobbies. Unfortunately, now a shy and timid first-year high school student, Aoi has become so absorbed in these pastimes that she can barely socialize with others, leaving her practically friendless. It is only when she runs into the lively Hinata Kuraue, an old friend from her climbing days, that things start to change. 

Impulsive and high-spirited, Hinata insists on having Aoi join her in all sorts of climbing activities. Though reluctant at first, Aoi quickly finds that her time with Hinata brings back fond memories of their childhood and soon decides to start climbing again. As the return to her past hobby starts to bring her out of her shell, Aoi finds herself gaining close friends, taking on new challenges, and continuing to find her own encouragement to climb.

[Written by MAL Rewrite]"
2187,Galaxy Express 999,7.75,113.0,"Adventure, Drama, Sci-Fi, Space","In the distant future, humanity has found a way to live forever by purchasing mechanical bodies, but this way to immortality is extraordinarily expensive. An impoverished boy, Tetsurou Hoshino, desires to purchase a pass on the Galaxy Express 999—a train that travels throughout the universe—because it is said that at the end of the line, those aboard can obtain a mechanical body for free. When Tetsurou's mother is gunned down by the villainous machine-man hybrid Count Mecha, however, all seems lost.
 
Tetsurou is then saved from certain death by the mysterious Maetel, a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus, Tetsurou begins his journey across the universe to many unique planets and thrilling adventures, in hopes of being able to attain that which he most desires.

[Written by MAL Rewrite]"
2188,Galaxy Express 999,7.75,113.0,"Adventure, Drama, Sci-Fi, Space","In the distant future, humanity has found a way to live forever by purchasing mechanical bodies, but this way to immortality is extraordinarily expensive. An impoverished boy, Tetsurou Hoshino, desires to purchase a pass on the Galaxy Express 999—a train that travels throughout the universe—because it is said that at the end of the line, those aboard can obtain a mechanical body for free. When Tetsurou's mother is gunned down by the villainous machine-man hybrid Count Mecha, however, all seems lost.
 
Tetsurou is then saved from certain death by the mysterious Maetel, a tall woman with blonde hair and a striking resemblance to his mother. She gives him a pass to the Galaxy Express under one condition: that they travel together. Thus, Tetsurou begins his journey across the universe to many unique planets and thrilling adventures, in hopes of being able to attain that which he most desires.

[Written by MAL Rewrite]"
2189,Adieu Galaxy Express 999,7.24,1.0,"Adventure, Drama, Sci-Fi, Space","Despite the destruction of the mechanization home world Andromeda, the machine empire is still swept across the galaxy and Earth has become a battleground. Having returned from his journey aboard the train Galaxy Express 999, Tetsurou Hoshino joins the resistance and fights alongside others who have retained their humanity.

When the 999 returns to Earth, Tetsurou receives an enigmatic recorded message from his former traveling companion Maetel, telling him to board the train once more. Fighting his way to Megalopolis station, he makes it onto the train just as it departs. This time, however, Tetsurou is met with several mysteries: Maetel is nowhere to be seen, an ominous ""Ghost Train"" has appeared, and the ultimate destination of the 999 is unknown. Amid all this, Tetsurou finds himself confronted by the mysterious black knight Faust and soon discovers the machine empire's darkest secret.

[Written by MAL Rewrite]"
2190,Galaxy Express 999: Eternal Fantasy,6.54,1.0,"Action, Drama, Sci-Fi, Space","Based on the story by manga master Leiji Matsumoto (The Cockpit, Queen Emeraldas), the 55 minute featurette picks up one year after the events of Galaxy Express 999 in which a young boy named Tetsuro and his motherly companion Maetel worked to rid the universe on the Mechanized Empire who had taken over Earth.

(Source: AniDB)"
2191,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.08,1.0,"Historical, Mystery","Recap episode. The first part of the episode consists of the recap, the second part consists of some interviews with the cast."
2192,Guilty Crown: 4-koma Gekijou,6.92,11.0,Comedy,Animated four-panel manga that comes as extra on the DVDs and Blu-rays.
2193,Haiyoru! Nyaruani: Remember My Mr. Lovecraft,6.23,11.0,"Comedy, Sci-Fi","The story centers around Nyarlko, a formless Cthulhu deity who can take on the shape of anyone it wishes, but particularly the shape of a seemingly ordinary silver-haired girl. Mahiro Yasaka is a normal high school student who is chased by aliens one night, until ""Nyarlko"" saves him.

(Source: ANN)"
2194,Aria the Scarlet Ammo Special,6.74,1.0,"Action, Comedy, Mystery, Romance","The story takes place in Tokyo Butei High School, a special school where armed detectives—""Butei""—are trained to use weapons. Kinji Tooyama is a second-year-student who has a special ability, but he keeps it a secret to maintain an ordinary, peaceful life; however, when he gets caught in a bombing on the way to school, he encounters H. Aria Kanzaki, the most powerful S-Rank Butei student in Assault Studies.

(Source: ANN)"
2195,Honto ni Atta! Reibai Sensei,6.48,22.0,"Comedy, School, Shounen, Supernatural","The story revolves around Kibayashi, a teacher whose hobby is speaking with the dead and whose special talent is exorcism. She seems to know everything about the other world, yet nothing about our own.

(Source: AniDB)"
2196,Horizon in the Middle of Nowhere,7.46,13.0,"Action, Fantasy, Sci-Fi","Taking advantage of the opportunity that the Mikawa Conflict provides, Tori and his comrades attempt to rescue Horizon from the Testament Union. But even as the Floating City Musashi speeds towards its next destination, the Floating Island England, Tres España is preparing its own armada for war against the British Islanders. Now, as the quest of Horizon's emotions builds to its climax, Tori's new battle is about to begin in the land ruled by the Fairy Queen! The reenactment of the history described in the mysterious Testament continues as the secret of the Armor of Deadly Sins is unleashed in the spectacular second season of Horizon in the Middle of Nowhere! 

(Source: Sentai Filmworks) "
2197,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,6.79,1.0,"Comedy, Ecchi, Romance, School","Shortly before the upcoming festival, a year after the end of episode 12, Daigo decides to find a girlfriend to dance with in the festival. Will he be able to do so?"
2199,Strawberry Marshmallow OVA,7.62,12.0,"CGDCT, Iyashikei, Slice of Life","""Cute girls doing cute things in cute ways.""

Everyday things make up the fabric of life—whether it's making friends, going to school, trying to make money, or celebrating a holiday. Ichigo Mashimaro is a heartwarming series that follows the daily lives of Itou Chika, her sister Nobue, and her friends Miu, Matsuri, and Ana.

[Written by MAL Rewrite]"
2200,Strawberry 100%: Love Begins?!,6.8,1.0,"Ecchi, Romance, Shounen","Continues from where Ichigo 100% TV leaves off and revolves around the filming of the movie based off Toujou's script. (Best if viewed after Ichigo 100% TV series and before the DVD Animation OVAs, although it was produced the year before the series came out.)"
2202,Strawberry Marshmallow Encore,7.62,12.0,"CGDCT, Iyashikei, Slice of Life","""Cute girls doing cute things in cute ways.""

Everyday things make up the fabric of life—whether it's making friends, going to school, trying to make money, or celebrating a holiday. Ichigo Mashimaro is a heartwarming series that follows the daily lives of Itou Chika, her sister Nobue, and her friends Miu, Matsuri, and Ana.

[Written by MAL Rewrite]"
2203,Strawberry Marshmallow Prologue,7.01,1.0,"CGDCT, Comedy",A brief special where the girls pretend to be astronauts. 
2204,La croisée dans un labyrinthe étranger: Yune & Alice,6.3,7.0,"Historical, Iyashikei, Seinen, Slice of Life","Each of the seven volumes of the Blu-ray & DVDs will carry a short SD anime titled ""Yune & Alice""."
2205,Croisée in a Foreign Labyrinth The Animation: Concert,7.32,1.0,"Historical, Iyashikei, Seinen, Slice of Life","According to the official website, episode 4.5 of of Ikoku Meiro no Croisée will be included in the third volume of the Blu-ray & DVD. The episode streamed for a limited time on ShowTime, the official online streaming site for Ikoku Meiro no Croisée."
2209,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,6.51,1.0,Music,"Music video included with KamiNomi OVA's theme single, Natsuiro Surprise."
2210,Kamisama Dolls Specials,5.91,6.0,Comedy,Short episodes included in the Kamisama Dolls Blu-ray and DVD volumes.
2212,Kowarekake no Orgel (Movie),7.25,1.0,"Drama, Music, Sci-Fi","In 2039, helper androids are widespread as general purpose electronics. 

Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an old model android in a garbage dump. He takes her home but after taking her to a repair shop he was told she couldn't be repaired so he planned to throw her away, but the next day he finds her making breakfast for him. Thus begin the summer days of a memoryless android and a dreamless boy. 

Kowarekake no Orgel was originally an independent animation released as an OVA. Later on it received a theatrical release that is a bit different and longer than the original. "
2213,Princess Jellyfish Specials,6.56,4.0,"Comedy, Josei, Visual Arts","Short episodes included in Blu-ray and DVD release, adapting the side story ""Kuragehime Heroes☆"", a spin-off manga serialized in Kiss Plus magazine. Supporting characters are featured in short chapters."
2214,Kurokami: Intermission,6.58,1.0,"Action, Martial Arts, Seinen, Supernatural",A recap of the first part of the series.
2215,Kurokami: Tora to Tsubasa,6.8,1.0,"Action, Martial Arts, Seinen, Supernatural","Half a year after the battle in Okinawa, Excel was looking for a new Mototsumitama to revenge on Reishin. Excel met Mikami and decided to contract with her. Before making the contract, Excel looked back at the encounter with Steiner."
2217,Maken-Ki! Secret Training,6.17,6.0,"Ecchi, Shounen, Sports","Each of the six volumes of the Maken-Ki! Blu-rays will carry a 10 minute long short anime ""Doki Doki! Maken-ki! Himitsu no Kunren"". Secret trainings with the main characters will be animated."
2218,Mayoi Neko Overrun! Specials,6.65,6.0,"Comedy, Ecchi",Mayoi Neko Overrun! Extra.
2219,Minami-ke Omatase,7.39,1.0,"CGDCT, Comedy, Seinen",Minami-ke OVA bundled with the 10th volume of the manga.
2220,Minami-ke Betsubara,7.48,1.0,"CGDCT, Comedy, Seinen","Valentine's Day is approaching; Hosaka is still trying to express his love to Haruka by cooking, cross-dressing Mako-chan fears to be found out, Kana-""sensei"" teaches the other girls how to ""win"" Valentine's Day, and Fujioka is desperately trying to receive Kana's chocolate."
2221,Mitsudomoe Zouryouchuu!,7.64,8.0,"Comedy, Gag Humor, School, Shounen","Satoshi Yabe has grown accustomed to being class 6-3's homeroom teacher. Since his assignment, the Marui triplets have used countless antics to play around with him. As a result, however, Yabe and the sisters learn more about each other. Continuing their last year in elementary school alongside Yabe, the triplets and their classmates never fail to stir up trouble and play pranks on one another.

[Written by MAL Rewrite]"
2222,Mitsudomoe: Oppai Ippai Mama Genki,7.52,1.0,"Comedy, Gag Humor, School, Shounen","Hitoha, the youngest of the Marui triplets, frequently gets into trouble with her sister Futaba, who likes the sensation of playing with her soft cheeks. Hitoha's predicament worsens when a pimple resembling a breast appears on her cheek, and she begins attracting unwanted attention at school. Meanwhile, the oldest sister, Mitsuba, messes with sports equipment, putting herself in tough situations. No matter the circumstances, the sisters' time together never grows dull.

[Written by MAL Rewrite]"
2223,MM! Hidden Camera Shorts,6.59,9.0,"Comedy, Ecchi, School","The six Blu-ray Disc/DVD volumes for the MM! television anime series will each include one or two new, ""somewhat extreme"" anime short stories."
2224,Monster Rancher (2000),6.74,25.0,"Action, Adventure, Comedy, Fantasy, Isekai","Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare.

Continuing from where the original story left off, Genki and friends journey to conquer the legend cup in hopes of freeing Holly's father from the mystery disc.

(Source: AniDB)"
2225,Moshidora,6.86,10.0,"Drama, Sports, Team Sports","Minami joins her High School baseball team as a team manager after finding out that her best friend Yuuki is in the hospital and can't be a team manager any more.  In order to try to fill in for Yuuki and to help out the team the best she can, she goes out to find a book on how to manage a baseball team.  

Unfortunately, she accidentally buys Peter Drucker's book called ""Management: Tasks, Responsibilities, Practices"" which is actually about how to properly manage a business.  Because she couldn't return the book, she decides to read it anyway and to try to apply the business management concepts to the baseball team so that way they can go on and win the Nationals."
2226,Muv-Luv Alternative: Total Eclipse,7.08,24.0,"Drama, Gore, Mecha, Military, Sci-Fi","In 1973, following the ruthless six-year-long Lunar War, the hostile alien species known as the BETA—Beings of Extra Terrestrial origin which are Adversary of the human race—invaded Earth, killing billions and decimating Eurasia. While BETA can be destroyed with conventional weapons, their laser-class is able to wipe out entire aircraft fleets, forcing mankind to develop giant combat suits called Tactical Surface Fighters (TSF) to combat them.
    
When the BETA reach Japan in 1998, military school student and TSF pilot—or eishi—Yui Takamura is ordered to defend Kyoto's last line of defense with her fellow classmates. At the cost of countless human lives and the sacrifice of Yui's friends, the Japanese Imperial Army manages to repel the invaders, leaving destruction in its wake. However, this encounter leaves Yui determined to never again allow something like this to occur.
    
Three years later, now a lieutenant, Yui joins the XFJ project, an Alaska-based Japan-American TSF development program. In an international team composed of the uncooperative Japanese-American test pilot Yuuya Bridges and various eishi from countries lost to the BETA, Yui's task is to help develop the new Japanese TSF Shiranui. Amidst political tensions inherited from the Cold War, Muv-Luv Alternative: Total Eclipse follows Yui's delicate mission and Yuuya's journey to overcome the demons of the past that still haunt him.

[Written by MAL Rewrite]"
2227,Petit Eva: Evangelion@School,5.44,24.0,"Comedy, School","""The Bandai Channel website announced that Petit Eva ~Evangelion@School~, the ""first official super-deformed series"" based on Neon Genesis Evangelion, will be adapted for video. The official announcement will be made in the September issue (on sale August 10) of Newtype magazine in Japan. The Gainax/Khara franchise spinoff spoofs the psychological science fiction drama by reimagining the characters as classmates in Tokyo-3's Nerv School, headed by Principal Gendō Ikari and Misato-sensei. The student body includes three different Rei ""sisters,"" the EVA-01 mobile weapon reimagined as the school bully Evanchō, and the ill-fated Jet Alone robot as JA-ko, a ""hidden character"" in the form of a shy android girl. 

Ryuusuke Hamamoto created the character designs which has inspired four-panel gag manga serializations in four different magazines: Monthly Shōnen Ace, Newtype, Dengeki Hobby Magazine, and Figure Oh. The Petit Eva project has also developed merchandising from super-deformed figurines to limited edition Doritos corn chips.""

(Source: MoonPhase)"
2228,Nyanpire The Animation,6.64,12.0,"Anthropomorphic, Comedy, Supernatural, Vampire","When a handsome vampire finds a kitten on the verge of death, he cannot help but take pity on the poor creature and save its life the only way he knows how: by offering it some of his blood and granting it eternal life as a vampire cat. The kitten—now known as Nyanpire—does his best to acquire blood and other red substances for his consumption. At the same time, he must also manage the difficulties of being a household pet and keeping up with the other strange cats around the neighborhood.

[Written by MAL Rewrite]"
2229,Nyoron! Churuya-san,6.48,13.0,Comedy,"An anime adaptation of the 4-panel strip manga release: Nyoron Churuya-san. Based on Suzumiya Haruhi's energetic and 'always up to go' character, Tsuruya.

Churuya is a girl with a strong passion for smoked cheese. But Kyon and the rest of the crew know this, and they make use of the weakness. They make her do all kinds of things with smoked cheese as a possible reward. But Churuya isn't aware of this evil plot, thus she maintains the effort for the sake of cheese. Each day is a struggle to get the beloved smoked cheese, but it's much harder than she could ever imagine!"
2230,Oreimo Animated Commentary,6.72,16.0,Comedy,Special episodes from the BD/DVDs.
2231,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.16,1.0,"Childcare, Comedy, Romance",Unaired episode included in the fifth Blu-ray and fourth DVD volume.
2232,Pokémon Chronicles,6.9,16.0,"Adventure, Comedy, Fantasy, Kids","While Satoshi continues on his quest to become the best, many others will experience their own unique journey through the Pokémon world—researchers, professors, Gym Leaders, Team Rocket members, Trainers, and even Pokémon. Some are familiar faces and others are strangers at first, but what they all have in common is a love of adventure—especially when it involves Pokémon!

(Source: Official site)"
2233,Pokémon: The Mastermind of Mirage Pokémon,6.51,1.0,"Adventure, Comedy, Fantasy, Kids","Dr. Yung, an enigmatic Pokémon scientist, has developed a new Mirage system that uses computer data to resurrect extinct Pokémon, like Kabutops and Armaldo. Professor Oak, Ash and his companions show up at the Mirage Mansion at Dr. Yung's invitation, and watch a demonstration of the machine's capabilities. In the middle of a battle between Dr. Yung's Mirage Pokémon and Ash, the machine goes haywire and a Mirage Aerodactyl swoops in and kidnaps Dr. Yung. A man calling himself ""The Mirage Master"" appears and announces to everyone that the Mirage System can be used to create Pokémon with absolutely no weaknesses. Ash, Misty, and Professor Oak struggle to stop the madman and escape with their lives.

(Source: ANN)"
2234,Pokémon: Eevee and Friends,6.78,1.0,"Adventure, Comedy, Fantasy, Kids","The 25th Pikachu short, set to premiere alongside the 16th movie of the Pokemon franchise, ""Pokemon Best Wishes! Season 2: Shinsoku no Genosect""."
2235,Pokémon: Camp Pikachu,6.51,1.0,"Adventure, Comedy, Fantasy, Kids",Pikachu and some of the other pokemon camp out in the woods and help the Pichu brothers get on the train.
