text,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Visual Arts,Workplace
final part of bleach: sennen kessen-hen.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a short film by okamoto tadanari.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"according to legends, there are seven ancient artifacts that hold infinite power. an evil force desires to possess them as their own to achieve their hidden plot. pan zheng grew up in a village filled with descendants of deities, who practice martial arts and worship zhuque of the south. in the unseen world of deities, soon they were involved in a conflict over ancient artifacts. under the guidance of the zhuque, in order to fight back against the evil forces, pan zheng passes through millennium of years to the present and made many friends. to seek out the ancient artifacts, they set off to travel across shenzhou (an old name for china, the divine land).",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"set in modern day london, the story takes place in a world where ""shadows"" are born from human fear and anxiety. a young girl arrives to study abroad, only to be caught in a bizarre incident as she enters university. in a city with no acquaintances, the helpless girl wanders into ""café forbidden,"" a mysterious café that exclusively opens at midnight. she meets an assortment of handsome men employed at the café, where guardians who protect the boundary between humans and shadow convene.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"in future japan, in a time when android housekeepers have become commonplace, society strictly abides by the three laws of robotics, which all androids must follow. under the influence of the robot ethics committee, androids are treated the same way as lesser technology, such as household appliances. however, a minority with an adoration for androids exists, categorized as ""android-holics,"" and are shunned by the general public. rikuo sakisaka was raised to accept society's precept about androids, and is perfectly aware that they are not human. that is, until the day he discovers a strange message buried within the activity logs of his household android, sammy. this leads him to eve no jikan, a cafe with only one rule that its patrons must adhere to: there must be no distinction made between humans and androids. curiosity drives rikuo to learn more about the shop, and he attempts to unearth the reason behind sammy's peculiar behavior.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cofun gal no coffy (tv) dvd specials. the official website lists these episodes as various ""pilots"".",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a music video for the song kizutsukedo, aishiteru. by tuyu that serves as ending song for tokyo revengers: seiya kessen-hen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a young squirrel princess is kidnapped by an evil frog. a brave young squirrel from the village goes off in search of her and ends up fighting the evil frog in order to rescue his princess.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"noel longs to be a seeker like his heroic grandfather, slaying the beasts that emerge from abysses and exploring far-off lands. unfortunately, it turns out he's nothing but a measly talker a job with no combat skills whatsoever. undaunted, noel sets out to establish the strongest clan in all the land, using his silver-tongued talker skills to unite assassins and heroes under his leadership.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"titans from outer space, life forms from a mystical world, phantoms and goblins from ancient times, cyborgs created by scientists, relics that rose out of the ruins of ancient civilizations. in another japan, it's not just a question of ""what if"" it's a reality. some of the superhumans choose to keep their identities a secret, while others bask in their superhuman fame. jiro hitoyoshi, member of the superhuman bureau, keeps track of their doings.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"in the 1990s, a group of students on the campus of the chinese southern academy of arts are pursuing their studies and preparing to face the world. china is opening up to the west and the students lives are a tangle of love stories and friendships, artistic research, ideals and ambitions brought about by new influences. caught between tradition and modernity, they have to decide who they want to become.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30-second animated commercials for the construction company taisei.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ryo saeba is back as the city hunter, a ""sweeper"" (private detective) working on the streets of tokyo. he and sidekick kaori makimura are hired to solve the problems of desperate people. when ryo is not using his sharp shooting skills against bad guys, he's aiming his sites on pretty ladies. kaori uses a giant anti-ecchi hammer to make sure he behaves.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"short music video for the track ""saga incident"" from the zombieland saga best album. the short version of the mv was release on october 18, 2019.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a recap of the original anime's first quarter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nana episode 11.5: junko's room nana episode 21.5: junko's room 2 nana episode 36.5: junko's room 3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the latest game by blessing software needs one final push to make it over the finish line. to help with this, the team ventures out to the japanese countryside for location scouting. illustrator eriri spencer sawamura and model megumi kato busy themselves with work. however, scriptwriter utaha kasumigaoka and music producer michiru hyoudou have other plans with their teammate tomoya aki. with the four girls all fighting for his attention, tomoya finds himself in increasingly risqué situations.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waking up cold and alone in the woods, a nameless man is surrounded by unfamiliar scenes. without any memories, he is utterly lost until he stumbles upon kuon a young girl with animal ears and a tail. she saves him, leading him back to her town while protecting them both from ""boro-gigiri"" giant centipede-like creatures and a mysterious red slime. after they arrive, she names him haku after a prominent historical figure from the area. he quickly realizes he is one of a kind the only one without animal ears and a tail. the two journey to the capital of yamato, the country in which kuon lives, meeting more people and making new friends, all the while unknowingly delving deeper into the politics and inner conflicts of yamato... utawarerumono: itsuwari no kamen follows haku as he slowly uncovers the secrets of this alien world. he works to solve the mysteries surrounding the red slimes, as well as to stop war from erupting among the nearby countries.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"taido kaimon is the leader of the kinshu group ganster syndicate in kansai region. his gang is a cluster of wisecracking madmen, eternally running into trouble with the law, each other, and the local girls who give as good as they get.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the ninja pyun pyun-maru and his brother chibi-maru are working at an office that accepts anything. they solve unexpected happenings caused by other ninjas.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the director's version of the film retells the events of the last three episodes of the series with the addition of some changes.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""a festival of miracle, where you can meet whoever you want to meet."" mihara shoma, a first-year in high school, receives a message from his best friend atsushi, who he hadn't heard from in ages. ""wanna come to this cool little festival i found? it's been a while, so i'd like to catch up."" unable to sit around after that, shoma heads to a ghost village in the mountains for the tanabata nanayamatsuri. but he doesn't find atsushi there. instead, he meets a girl named shiori, who has someone she wants to meet as well. will shoma be able to meet atsushi once again?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a promotional video advertising the seitokai ni mo ana wa aru! manga.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"on a seemingly normal night in boston, a satanic ritual is taking place: a bride is to be offered up as a sacrifice. however, dracula, the king of vampires, swoops in and steals her, with the intent of depriving the woman of both her blood and her life. and yet, despite his earlier motives for abducting the bride, dracula is astonished by her beauty and decides to keep the woman as his wife. he and domini, his spouse, lead a fruitful life together, bearing a healthy son by the name of janus, with dracula's crime against satan fading from memory. on the other hand, satan hasn't forgiven him for stealing his rightful bride and is plotting to ruin his happiness when the time is right. another group, the vampire hunters, similarly wish to destroy dracula as vengeance for the souls he has taken to feed himself. now carrying the burden of a family, dracula must protect himself from satan's plots as well as from the vengeful vampire hunters in a desperate fight for survival and forbidden love.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"fans of the milky holmes detectives, kazumi and alice, decide to form their own detective unit, calling themselves ""feathers.""",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
narrated recap of the love live! school idol project series included on the official blu-ray fandisc release.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"an ordinary college girl is sucked into the frenetic job hunting, where all her friends dive into with dog-eat-dog vigor and crazed ambition. a potent look at one of japanese social phenomenon with a dose of black humor. graduate work 2012, tokyo university of the arts, graduate school of film and new media.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"october 1941, as the second world war threatens to destroy the civilized world, an unforeseen complication suddenly occurs. an alien invasion! despite the sudden appearance of these extraterrestrial aggressors, the axis and allies continue their destructive conflict. only the kishin corps and their giant geo-armor robots (a.k.a.: kishin), developed from a captured alien robot soldier, stand between the earth and total annihilation! a teenager, named taishi, suddenly finds himself at the center of a struggle over a mysterious black attaché case entrusted to him by his father, professor tokamura. the case contains the controlling mechanism for one of the giant geo-armor robots, and the japanese kanto army, the alien invaders, and the kishin corps all want to recover the device! between the spies, the armies, the aliens, and the giant robots, taishi is in for an epic adventure if he can survive it!",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a talking dog is a beautiful story that you should have dreamt of as a child. but if you have forgotten about it, this is a reminder of that fable story. this is the story of a dog that talks, but ordinary people cannot hear his voice. the main character, mametaro, is an adventurous crossbreed dog. he loves his owner, iku-chan and his girlfriend hanako-chan very much. however, he just cannot stand iku-chan's friend, akiyoshi. during this story, which will be told from mametaro's point of view, the warm days of spring are finally here. the school and the riverbank, which is actually just an ordinary neighborhood for people, seems like a mysterious world that extends infinitely to little mametaro and his friends.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"this is a dream of a girl who is imagining to be a bird. the title ""tayutaum"" is a combination of the words: ""tayutau yume (floating dream)"", ""hakuchuumu (daydream)"", and ""aquarium"". i want the audience to feel the physical sensation of flying in the sky or floating in the water.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a series based off of the shin megami tensei devil children: light dark games (known as demikids in the u.s.). the year is 200x. jin, akira and lena are three child hood friends who like mysterious things. one day in the library, along with the mysterious transfer student ami, they find the ""akuma compendium"". they chanted an incantation in the book and, to their surprise, devils appeared. ami then told jin and akira that they are the devil children that will decide the fate of the world. she hands them their devil risers. the group then pass through the ""door of time"" to the land of valhalla where they fight an evil ruler known as imperius who plans on conquering all of the world. the nakama of jin is rand, a sol lion, and akira's is gale, a hylon.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the story is set during the middle of japan's historic edo period. it centers around toriyama sekiei, an eccentric but brilliant artist who only draws supernatural creatures because he draws the creatures he actually encounters in his life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"hello kitty version of heidi, a novel by johanna spyri.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mikiko amane is an elementary-school girl who has transferred schools many times. because of this, she stopped making friends or getting deeply involved with people, since she knew she would move again soon. she had lived her life with a cool and uninterested personality, but at her new school, she meets a boy with a cat face. she's so interested in him, she just can't help herself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"after successfully returning to earth on the renovated stratos 4, the four main characters are visited by the comet blasters chizuru kubo and annette kerry, who bring them a shocking video. meanwhile, orbital station 7 is in serious trouble... this two-episode ova comes between the first and second seasons.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mahiru shiina is worthy of her nickname ""angel"": she is a divine beauty loved by all, and she excels in both academics and athletics. shiina lives in an entirely different world from amane fujimiya, her next-door neighbor. despite living so close together, they have never spoken once. but their silence is broken when fujimiya spots shiina gloomily sitting on a swing amidst a heavy rainstorm and lends her his umbrella. when fujimiya catches a cold the next day, shiina wishes to return the favor for the umbrella by nursing him back to health. believing that this would be their first and last interaction, he silently appreciates her kindness. however, shiina who cannot help but worry about fujimiya's lack of tidiness and proper nutrition begins to cook and clean for him. as the unlikely pair spend time together in fujimiya's apartment, they explore the true nature of their relationship and the gentle emotions that emerge from it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a newly-animated music video for the main series' opening theme, bundled with jewelpet twinkle fan disc f.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequel to the first series.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chika homura begins her high school career with a goal: to develop a ""cute girl"" persona. after quitting the volleyball team despite her all-star status, chika decides to join her school's underrated wind instrument club and play the flute, believing it to be the most delicate and feminine instrument. for the first time in nine years, chika reunites with her childhood friend and total opposite, haruta kamijou. unfortunately for chika, haruta is not fooled by her efforts to become more endearing. but this does not deter chika, and she develops a crush on the band instructor, shinjirou kusakabe but so does haruta! however, chika's high school life just won't go according to plan, as mysteries begin appearing around her and her friends. the club members must work together to solve the mysteries plaguing the school, all while trying to find more members to compete in musical competitions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"in the distant future, since the earth has become overpopulated, efforts to find and colonize on other planets have begun. however, one of the ships, the ""mesopotamia"" malfunctions and all but 6 of its inhabitants are all killed. the remaining 6 manage to escape to a nearby planet named ""terra ll "", which is similar to earth in many respects. however, all of them are male. therefore, as to not let their efforts go to waste, they begin to set up 6 countries and to reproduce through cloning and genetic engineering. however, there are still no women, and to make up for it they create lifelike advanced female androids called ""marionettes"" which do everyday chores and work. however, they are all emotionless machines. but one day, a ordinary boy named otaru finds and awakens 3 special battle type marionettes that have emotions due to a ""maiden circuit"" within them. it's up to him then to teach them and allow their emotions to grow, and when a nearby country threatens with world domination, it's up to to otaru and his ""human"" marionettes to protect their country.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a young girl wakes up inside the metropolitan museum and spends an enchanting night with its denizens. sung by taeko onuki for nhk's minna no uta. stop motion puppet animation by tadanari okamoto.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young monsters starting school.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bundled with limited editions of the 21st and 22nd volumes of the manga.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"during summer break, tetsuo asks sakie to join him on patrol duty for the local summer festival, which both the demis and himari and her friends go to. as each group decides to check out a nearby shrine, they get spooked by some strange occurrences, which turn out to be each other. as the next term begins, tetsuo converses with an invisible woman named matsuri.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
recap of the first seven episodes of zom 100: zombie ni naru made ni shitai 100 no koto.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"following the line of the precedent ovas (of the same name) this anime goes around the normal lives of some elementary school (5th grade, 2nd class room) kids and their adventures, while turning to teens. their games, stupid jokes, and the misunderstandings around their premature attraction to the opposite sex. ryota satou is the main character here, but his friends are almost as important as him since the school wouldn't be the same without them, especially the girls who the majority of time appear to be mature by their ages but in the ends they are as childish and even more ""dangerous"" than the boys.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"music video for the song ""itowanai"" by miminari.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
old friends cabbage and pea reunite under awkward circumstances.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recap of episodes 14-25.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
music video for the song antenna featuring vocals from hatsune miku.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sawada honoka is a 14-year-old girl who is very timid. she easily gets bullied by other classmates. honoka is a non-believer in god, angels, and devils. though one day, a devil baby was dropped into her room while she was sleeping. what will honoka believe in now?",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
short animation directed by yoko kuno featuring the song spread by cuushe.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
